anime,4.1,3.2,3.1,3.3,2.3,2.2,1.1,1.2,2.1
一,0.646812113103279,0.27849817600000054,1.0,0.0,0.520600946,0.6066149955515927,0.0,0.16736971266861883,0.09263653348786342
休,0.6240230466070437,0.27849817600000054,0.777769418,0.0,0.0,0.5476189937785236,0.055684171,0.16736971266861883,0.06775297784892396
伞少女,0.325397400075378,0.5021825570000005,0.709756593,0.0,0.719290861,0.14896425400623495,0.45076928,0.4743078159121241,0.5840895464898267
出口,0.3566732946760833,0.5940720515,0.73735607,0.946666667,0.0,0.6098748938862336,0.055684171,0.5217033115414005,0.06775297784892396
功夫王,0.325397400075378,0.27849817600000054,0.569363209,0.0,0.0,0.26019934093971936,0.055684171,0.16736971266861883,0.06775297784892396
加菲猫家族,0.05808374483246046,0.3717552555000007,0.690930507,0.0,0.0,0.39889523199536486,0.055684171,0.1621394092072192,0.06775297784892396
哪吒,0.2905682324320858,0.500000000000001,0.960042907,0.0,1.0,0.7094369372872031,1.0,0.6100130343283152,1.0
喜羊羊与灰太狼,0.3917922580719102,0.46980909550000016,0.883648784,0.613333333,0.0,0.6005902559443864,0.055684171,0.38647735269723377,0.06775297784892396
嗨！神兽,0.05048706727960916,0.23367196850000047,0.0,0.0,0.0,0.2505698723847893,0.055684171,0.17260001640199427,0.06775297784892396
四季童年,0.0,0.0,0.0,0.0,0.556865659,0.18855985258527055,0.079066608,0.16736971266861883,0.3099860118566302
大雨,0.3887865392344991,0.6050762135000003,0.748823448,0.466666667,0.733802776,0.6639591111630784,0.495353401,0.6473894148984178,0.5862167032933779
天降大任,0.0,0.2995690675000006,0.691471,0.0,0.0,0.24756230530602574,0.055684171,0.17260001640199427,0.06775297784892396
头脑特工队,0.325397400075378,0.27849817600000054,0.82111154,0.0,0.0,0.5686646696014,0.055684171,0.16736971266861883,0.06775297784892396
守龙者,0.325397400075378,0.5503568550000001,0.659963273,0.76,0.575830416,0.22596906189824822,0.145867625,0.4047619827838582,0.18783532238022993
小诗人,0.01923192025691031,0.27901245150000026,0.0,0.0,0.0,0.2413570722789058,0.055684171,0.27197578325649047,0.06775297784892396
开心超人,0.0,0.12302464999999976,0.806249659,0.0,0.696284543,0.6166320490233661,0.055684171,0.16736971266861883,0.06775297784892396
心源,0.325397400075378,0.0,0.0,0.0,0.0,0.2460613646861278,0.055684171,0.16736971266861883,0.06775297784892396
恶兽,0.0,0.0,0.0,0.0,0.0,0.3138409395074379,0.055684171,0.16736971266861883,0.06775297784892396
新大头儿子和小头爸爸,0.01178012121433386,0.2465714970000005,0.0,0.0,0.0,0.35199895304834994,0.055684171,0.04184242823514866,0.06775297784892396
时间之子,0.09283177252308007,0.5249757155000004,0.734048117,0.88,0.704462861,0.46066675446728095,0.32073396,0.8166226320828862,0.48110985867874456
棉花糖和云朵妈妈,0.056338316082907035,0.0,0.720151734,0.0,0.0,0.24631692950186374,0.055684171,0.16736971266861883,0.06775297784892396
欢乐丛林,0.0,0.27849817600000054,0.0,0.0,0.0,0.20417688040452653,0.055684171,0.16736971266861883,0.06775297784892396
江豚·风时舞,0.0,0.37591898650000033,0.0,0.0,0.0,0.20179634815025166,0.055684171,0.0,0.06775297784892396
浪浪山小妖怪,0.039208672727580246,0.4498723670000009,0.0,0.0,0.0,0.45360778718683026,0.055684171,0.2615151763336912,0.06775297784892396
熊出没,0.40855641537420256,0.46655891350000017,0.947854619,0.773333333,0.0,0.8339266150969006,0.055684171,0.4568253284225146,0.06775297784892396
猪猪侠大电影·星际行动,0.0,0.27849817600000054,0.0,0.0,0.587277949,0.15615953004138128,0.322860492,0.3658224624296666,0.16905444959870353
王牌二哈,0.06069648643958548,0.0,0.0,0.0,0.0,0.26010058813265025,0.055684171,0.16736971266861883,0.06775297784892396
白蛇：浮生,0.06624183359461093,0.41860033600000085,0.0,0.0,0.852414073,0.2301042392336094,0.647086645,0.5326010818871258,0.734931763373888
百变马丁：怪兽大作战,0.06651584261748182,0.0,0.0,0.0,0.0,0.21554796277260613,0.055684171,0.16736971266861883,0.06775297784892396
盒中之海,0.4122579553120897,0.26747318200000053,0.621477652,0.0,0.825463422,0.2601579554376811,0.632703925,0.47975466825543334,0.7419349183639206
罗小黑战记,0.3759372961134474,0.27849817600000054,0.789796215,0.0,0.0,0.41702854094918734,0.055684171,0.16736971266861883,0.06775297784892396
聊斋：兰若寺,0.0,0.3726208815000007,0.0,0.0,0.0,0.07537496375633453,0.055684171,0.16736971266861883,0.06775297784892396
