anime,4,2,1,3
一,0.646812113103279,0.3547127115959393,0.0836848563343094,0.39136498181577684
休,0.6240230466070437,0.11643286002460637,0.1115269418343094,0.3263353647068976
伞少女,0.325397400075378,0.570887314688788,0.4625385479560621,0.38574154634314717
出口,0.3566732946760833,0.12643512880279967,0.2886937412707002,0.7604038044142369
功夫王,0.325397400075378,0.07025492966210417,0.1115269418343094,0.26535106699046973
加菲猫家族,0.05808374483246046,0.09253833699168154,0.10891179010360959,0.3339890597830093
哪吒,0.2905682324320858,0.9533170374978082,0.8050065171641576,0.4582070605350694
喜羊羊与灰太狼,0.3917922580719102,0.124943423694659,0.22108076184861686,0.6415465246397551
嗨！神兽,0.05048706727960916,0.06870782276121716,0.11414209370099712,0.08284939043104131
四季童年,0.0,0.39402441958527223,0.1232181603343094,0.0
大雨,0.3887865392344991,0.660608201398769,0.5713714079492089,0.5983057179041757
天降大任,0.0,0.06822461563967218,0.11414209370099712,0.30855330004823756
头脑特工队,0.325397400075378,0.11981413803737204,0.1115269418343094,0.33901823478256676
守龙者,0.325397400075378,0.35669640177980466,0.2753148038919291,0.6563971571339136
小诗人,0.01923192025691031,0.06722765939197206,0.1638299771282452,0.09892505154911405
开心超人,0.0,0.419559053112031,0.1115269418343094,0.2795455174449477
心源,0.325397400075378,0.06798346883311483,0.1115269418343094,0.0
恶兽,0.0,0.07887319211816049,0.1115269418343094,0.0
新大头儿子和小头爸爸,0.01178012121433386,0.08500380314165887,0.048763299617574335,0.08742297313303685
时间之子,0.09283177252308007,0.5715049523500757,0.568678296041443,0.7114158585759136
棉花糖和云朵妈妈,0.056338316082907035,0.06802452884466101,0.1115269418343094,0.21073243430697308
欢乐丛林,0.0,0.061254148902059734,0.1115269418343094,0.09874271298295181
江豚·风时舞,0.0,0.060871683571043396,0.027842085500000006,0.13328367575668287
浪浪山小妖怪,0.039208672727580246,0.10132866339640728,0.15859967366684558,0.15950416139760343
熊出没,0.40855641537420256,0.16243212718991934,0.2562547497112573,0.7156339722709097
猪猪侠大电影·星际行动,0.0,0.3423955834814465,0.3443414772148333,0.09874271298295181
王牌二哈,0.06069648643958548,0.07023906366197893,0.1115269418343094,0.0
白蛇：浮生,0.06624183359461093,0.7030991349707878,0.589843863443563,0.14841652978084566
百变马丁：怪兽大作战,0.06651584261748182,0.06308107007656254,0.1115269418343094,0.0
盒中之海,0.4122579553120897,0.6995646468424562,0.5562292966277167,0.2766919550190075
罗小黑战记,0.3759372961134474,0.09545170310927606,0.1115269418343094,0.32985467333182944
聊斋：兰若寺,0.0,0.04056034498576047,0.1115269418343094,0.13211431859937567
舒克贝塔·五角飞碟,0.0,0.057772482663384556,0.0958360313141226,0.09626934516743435
茶啊二中,0.07237251228798675,0.12040006737462938,0.28941280972625444,0.7837538878436021
萌鼠大冒险,0.3725295864761021,0.06434979966161458,0.1115269418343094,0.0
落凡尘,0.3975663522541834,0.6776145175642716,0.8242900185868058,0.7630082940577428
蚂蚁传奇,0.0,0.06311191364225083,0.1115269418343094,0.09874271298295181
贝肯熊：火星任务,0.05368767236089253,0.33411435044239507,0.17324235383430941,0.10595059461261268
超级英雄美猴王：齐天儿,0.017551156662968772,0.06155331807153414,0.1115269418343094,0.09874271298295181
超级飞侠：乐迪加速,0.060783926757191103,0.07238927200281534,0.10106633477552224,0.10325475641221968
趣说经典,0.0,0.05874505804489655,0.1115269418343094,0.09874271298295181
迷你特工队,0.0,0.21905404285553615,0.13579273483430943,0.33914492208239067
长安三万里,0.07918814320964393,0.10496579143334742,0.34051739757721305,0.8915790174747806
阿狸,0.34462932033228827,0.1313560904955358,0.1115269418343094,0.2234505328849647
雄狮少年,0.0,0.8049196624936081,0.7368335238492123,0.7809696895658833
雪域少年,0.01931631840115601,0.0689084204410839,0.1115269418343094,0.0
非人哉：限时玩家,0.0,0.05353949947095504,0.05399360307897397,0.10394622549118518
飞向月球,0.3703276477063858,0.08102389675110176,0.1115269418343094,0.28844402344040776
龙珠寻游记,0.09555556508127551,0.06359972954558894,0.28619843411249807,0.5065790389814693
龙门,0.2884788024112606,0.13604586535343277,0.2587500568694594,0.7127226898019734
