,0
4.1,1.0
2.1,0.41991243250520055
2.2,0.1606637886672298
2.3,0.41942377882756965
1.1,0.5000000000000001
1.2,0.49999999999999994
3.1,0.292622268832825
3.2,0.35455425382373645
3.3,0.3528234773434384
