标题,价格(元),所在地,想要人数,商品URL
小飞熊动物童话王国第二辑·胆小的青蛙汤素兰编9787535895011湖 图书基本信息							图书名称			小飞熊动物童话王国第二辑·胆小的青蛙			作者			汤素兰 编							定价			13元			出版社			湖南少儿出版社							ISBN			9787535895011			出版日期										字数						页码										版次						装帧										开本						商品重量						 						   内容简介										《胆小的青蛙》主要以小飞熊王国中的居民青蛙的故事为主，本册精选7篇中国、美国、日本等世界各地童话故事。图书内配有童话王国主题互动，让读者不仅能欣赏到经典童话名作，还能感受到与众不同的阅读体验。每本书含童话王国地图及王国地理环境及建筑的导览文字，居民简介及动物档案馆等，王国安排巴士车将小朋友“接送”到王国的各个地点，如在每本书的最末端，会有一个乘坐巴士来到下一地区（如，从小飞熊城堡出发到达猫咪事务所等），而图书开头便是报站下车，让小读者自然而然地过度到下一本书。						 						   作者简介										汤素兰，一级作家，编审，中国作家协会会员，湖南师范大学文学院教授。已创作出版儿童文学作品四十多部，代表作有“笨狼的故事系列”“小巫婆真美丽系列”“小朵朵开心奇遇系列”和儿童小说“酷男生俱乐部系列”等。曾获全国优秀儿童文学*、宋庆龄儿童文学*、冰心儿童文学新作*大*、陈伯吹儿童文学*、张天翼儿童文学*、湖南省青年文学*和*文学*等*项。多部作品入选小学语文教材、幼儿师范学校语文教材。			 						 						   目录											目录：跳跳鱼的鞋 　余　雷……1胆小的青蛙　 严文井……28青蛙和蛤蟆的故事 ［美］阿诺德?洛贝尔……39飞来的青蛙　 王一梅……72两只青蛙 ［日］新美南吉……115青蛙王子 ［德］格林兄弟……119让人幸福的蟾蜍　 许荣哲……129			 						   编辑推荐																 						   文摘							 			 						   序言							 			     购买前先联系销售商咨询。:[chatu]书名:小飞熊动物童话王国第二辑·胆小的青蛙ISBN编号:9787535895011适用年龄:0岁-2岁出版时间:2020-01正：副书名:小飞熊动物童话王国第二辑·胆小的青蛙出版社名称:湖南少儿出版社是否是套装:否作者:汤素兰编,14.44,湖南,1444,https://www.goofish.com/item?id=965167220417&categoryId=201459411
小飞熊动物童话王国第二辑·胆小的青蛙汤素兰编9787535895011湖 图书基本信息							图书名称			小飞熊动物童话王国第二辑·胆小的青蛙			作者			汤素兰 编							定价			13元			出版社			湖南少儿出版社							ISBN			9787535895011			出版日期										字数						页码										版次						装帧										开本						商品重量						 						   内容简介										《胆小的青蛙》主要以小飞熊王国中的居民青蛙的故事为主，本册精选7篇中国、美国、日本等世界各地童话故事。图书内配有童话王国主题互动，让读者不仅能欣赏到经典童话名作，还能感受到与众不同的阅读体验。每本书含童话王国地图及王国地理环境及建筑的导览文字，居民简介及动物档案馆等，王国安排巴士车将小朋友“接送”到王国的各个地点，如在每本书的最末端，会有一个乘坐巴士来到下一地区（如，从小飞熊城堡出发到达猫咪事务所等），而图书开头便是报站下车，让小读者自然而然地过度到下一本书。						 						   作者简介										汤素兰，一级作家，编审，中国作家协会会员，湖南师范大学文学院教授。已创作出版儿童文学作品四十多部，代表作有“笨狼的故事系列”“小巫婆真美丽系列”“小朵朵开心奇遇系列”和儿童小说“酷男生俱乐部系列”等。曾获全国优秀儿童文学*、宋庆龄儿童文学*、冰心儿童文学新作*大*、陈伯吹儿童文学*、张天翼儿童文学*、湖南省青年文学*和*文学*等*项。多部作品入选小学语文教材、幼儿师范学校语文教材。			 						 						   目录											目录：跳跳鱼的鞋 　余　雷……1胆小的青蛙　 严文井……28青蛙和蛤蟆的故事 ［美］阿诺德?洛贝尔……39飞来的青蛙　 王一梅……72两只青蛙 ［日］新美南吉……115青蛙王子 ［德］格林兄弟……119让人幸福的蟾蜍　 许荣哲……129			 						   编辑推荐																 						   文摘							 			 						   序言							 			     购买前先联系销售商咨询。:[chatu]书名:小飞熊动物童话王国第二辑·胆小的青蛙ISBN编号:9787535895011适用年龄:0岁-2岁出版时间:2020-01正：副书名:小飞熊动物童话王国第二辑·胆小的青蛙出版社名称:湖南少儿出版社是否是套装:否作者:汤素兰编,14.44,湖南,1444,https://www.goofish.com/item?id=963893350985&categoryId=201459411
小飞熊动物童话王国第二辑·胆小的青蛙汤素兰编9787535895011湖 图书基本信息							图书名称			小飞熊动物童话王国第二辑·胆小的青蛙			作者			汤素兰 编							定价			13元			出版社			湖南少儿出版社							ISBN			9787535895011			出版日期										字数						页码										版次						装帧										开本						商品重量						 						   内容简介										《胆小的青蛙》主要以小飞熊王国中的居民青蛙的故事为主，本册精选7篇中国、美国、日本等世界各地童话故事。图书内配有童话王国主题互动，让读者不仅能欣赏到经典童话名作，还能感受到与众不同的阅读体验。每本书含童话王国地图及王国地理环境及建筑的导览文字，居民简介及动物档案馆等，王国安排巴士车将小朋友“接送”到王国的各个地点，如在每本书的最末端，会有一个乘坐巴士来到下一地区（如，从小飞熊城堡出发到达猫咪事务所等），而图书开头便是报站下车，让小读者自然而然地过度到下一本书。						 						   作者简介										汤素兰，一级作家，编审，中国作家协会会员，湖南师范大学文学院教授。已创作出版儿童文学作品四十多部，代表作有“笨狼的故事系列”“小巫婆真美丽系列”“小朵朵开心奇遇系列”和儿童小说“酷男生俱乐部系列”等。曾获全国优秀儿童文学*、宋庆龄儿童文学*、冰心儿童文学新作*大*、陈伯吹儿童文学*、张天翼儿童文学*、湖南省青年文学*和*文学*等*项。多部作品入选小学语文教材、幼儿师范学校语文教材。			 						 						   目录											目录：跳跳鱼的鞋 　余　雷……1胆小的青蛙　 严文井……28青蛙和蛤蟆的故事 ［美］阿诺德?洛贝尔……39飞来的青蛙　 王一梅……72两只青蛙 ［日］新美南吉……115青蛙王子 ［德］格林兄弟……119让人幸福的蟾蜍　 许荣哲……129			 						   编辑推荐																 						   文摘							 			 						   序言							 			     购买前先联系销售商咨询。:[chatu]书名:小飞熊动物童话王国第二辑·胆小的青蛙ISBN编号:9787535895011适用年龄:0岁-2岁出版时间:2020-01正：副书名:小飞熊动物童话王国第二辑·胆小的青蛙出版社名称:湖南少儿出版社是否是套装:否作者:汤素兰编,14.44,湖南,1444,https://www.goofish.com/item?id=965167220417&categoryId=201459411
小飞熊动物童话王国第二辑·胆小的青蛙汤素兰编9787535895011湖 图书基本信息							图书名称			小飞熊动物童话王国第二辑·胆小的青蛙			作者			汤素兰 编							定价			13元			出版社			湖南少儿出版社							ISBN			9787535895011			出版日期										字数						页码										版次						装帧										开本						商品重量						 						   内容简介										《胆小的青蛙》主要以小飞熊王国中的居民青蛙的故事为主，本册精选7篇中国、美国、日本等世界各地童话故事。图书内配有童话王国主题互动，让读者不仅能欣赏到经典童话名作，还能感受到与众不同的阅读体验。每本书含童话王国地图及王国地理环境及建筑的导览文字，居民简介及动物档案馆等，王国安排巴士车将小朋友“接送”到王国的各个地点，如在每本书的最末端，会有一个乘坐巴士来到下一地区（如，从小飞熊城堡出发到达猫咪事务所等），而图书开头便是报站下车，让小读者自然而然地过度到下一本书。						 						   作者简介										汤素兰，一级作家，编审，中国作家协会会员，湖南师范大学文学院教授。已创作出版儿童文学作品四十多部，代表作有“笨狼的故事系列”“小巫婆真美丽系列”“小朵朵开心奇遇系列”和儿童小说“酷男生俱乐部系列”等。曾获全国优秀儿童文学*、宋庆龄儿童文学*、冰心儿童文学新作*大*、陈伯吹儿童文学*、张天翼儿童文学*、湖南省青年文学*和*文学*等*项。多部作品入选小学语文教材、幼儿师范学校语文教材。			 						 						   目录											目录：跳跳鱼的鞋 　余　雷……1胆小的青蛙　 严文井……28青蛙和蛤蟆的故事 ［美］阿诺德?洛贝尔……39飞来的青蛙　 王一梅……72两只青蛙 ［日］新美南吉……115青蛙王子 ［德］格林兄弟……119让人幸福的蟾蜍　 许荣哲……129			 						   编辑推荐																 						   文摘							 			 						   序言							 			     购买前先联系销售商咨询。:[chatu]书名:小飞熊动物童话王国第二辑·胆小的青蛙ISBN编号:9787535895011适用年龄:0岁-2岁出版时间:2020-01正：副书名:小飞熊动物童话王国第二辑·胆小的青蛙出版社名称:湖南少儿出版社是否是套装:否作者:汤素兰编,14.44,湖南,1444,https://www.goofish.com/item?id=963893350985&categoryId=201459411
小飞熊动物童话王国第二辑·胆小的青蛙汤素兰编9787535895011湖 图书基本信息							图书名称			小飞熊动物童话王国第二辑·胆小的青蛙			作者			汤素兰 编							定价			13元			出版社			湖南少儿出版社							ISBN			9787535895011			出版日期										字数						页码										版次						装帧										开本						商品重量						 						   内容简介										《胆小的青蛙》主要以小飞熊王国中的居民青蛙的故事为主，本册精选7篇中国、美国、日本等世界各地童话故事。图书内配有童话王国主题互动，让读者不仅能欣赏到经典童话名作，还能感受到与众不同的阅读体验。每本书含童话王国地图及王国地理环境及建筑的导览文字，居民简介及动物档案馆等，王国安排巴士车将小朋友“接送”到王国的各个地点，如在每本书的最末端，会有一个乘坐巴士来到下一地区（如，从小飞熊城堡出发到达猫咪事务所等），而图书开头便是报站下车，让小读者自然而然地过度到下一本书。						 						   作者简介										汤素兰，一级作家，编审，中国作家协会会员，湖南师范大学文学院教授。已创作出版儿童文学作品四十多部，代表作有“笨狼的故事系列”“小巫婆真美丽系列”“小朵朵开心奇遇系列”和儿童小说“酷男生俱乐部系列”等。曾获全国优秀儿童文学*、宋庆龄儿童文学*、冰心儿童文学新作*大*、陈伯吹儿童文学*、张天翼儿童文学*、湖南省青年文学*和*文学*等*项。多部作品入选小学语文教材、幼儿师范学校语文教材。			 						 						   目录											目录：跳跳鱼的鞋 　余　雷……1胆小的青蛙　 严文井……28青蛙和蛤蟆的故事 ［美］阿诺德?洛贝尔……39飞来的青蛙　 王一梅……72两只青蛙 ［日］新美南吉……115青蛙王子 ［德］格林兄弟……119让人幸福的蟾蜍　 许荣哲……129			 						   编辑推荐																 						   文摘							 			 						   序言							 			     购买前先联系销售商咨询。:[chatu]书名:小飞熊动物童话王国第二辑·胆小的青蛙ISBN编号:9787535895011适用年龄:0岁-2岁出版时间:2020-01正：副书名:小飞熊动物童话王国第二辑·胆小的青蛙出版社名称:湖南少儿出版社是否是套装:否作者:汤素兰编,14.44,湖南,1444,https://www.goofish.com/item?id=965167220417&categoryId=201459411
小飞熊动物童话王国第二辑·胆小的青蛙汤素兰编9787535895011湖 图书基本信息							图书名称			小飞熊动物童话王国第二辑·胆小的青蛙			作者			汤素兰 编							定价			13元			出版社			湖南少儿出版社							ISBN			9787535895011			出版日期										字数						页码										版次						装帧										开本						商品重量						 						   内容简介										《胆小的青蛙》主要以小飞熊王国中的居民青蛙的故事为主，本册精选7篇中国、美国、日本等世界各地童话故事。图书内配有童话王国主题互动，让读者不仅能欣赏到经典童话名作，还能感受到与众不同的阅读体验。每本书含童话王国地图及王国地理环境及建筑的导览文字，居民简介及动物档案馆等，王国安排巴士车将小朋友“接送”到王国的各个地点，如在每本书的最末端，会有一个乘坐巴士来到下一地区（如，从小飞熊城堡出发到达猫咪事务所等），而图书开头便是报站下车，让小读者自然而然地过度到下一本书。						 						   作者简介										汤素兰，一级作家，编审，中国作家协会会员，湖南师范大学文学院教授。已创作出版儿童文学作品四十多部，代表作有“笨狼的故事系列”“小巫婆真美丽系列”“小朵朵开心奇遇系列”和儿童小说“酷男生俱乐部系列”等。曾获全国优秀儿童文学*、宋庆龄儿童文学*、冰心儿童文学新作*大*、陈伯吹儿童文学*、张天翼儿童文学*、湖南省青年文学*和*文学*等*项。多部作品入选小学语文教材、幼儿师范学校语文教材。			 						 						   目录											目录：跳跳鱼的鞋 　余　雷……1胆小的青蛙　 严文井……28青蛙和蛤蟆的故事 ［美］阿诺德?洛贝尔……39飞来的青蛙　 王一梅……72两只青蛙 ［日］新美南吉……115青蛙王子 ［德］格林兄弟……119让人幸福的蟾蜍　 许荣哲……129			 						   编辑推荐																 						   文摘							 			 						   序言							 			     购买前先联系销售商咨询。:[chatu]书名:小飞熊动物童话王国第二辑·胆小的青蛙ISBN编号:9787535895011适用年龄:0岁-2岁出版时间:2020-01正：副书名:小飞熊动物童话王国第二辑·胆小的青蛙出版社名称:湖南少儿出版社是否是套装:否作者:汤素兰编,14.44,湖南,1444,https://www.goofish.com/item?id=963893350985&categoryId=201459411
