标题,价格(元),所在地,想要人数,商品URL
葫芦兄妹，彩色连环画图书品相好一本价格先到先挑 感兴趣的话点“我想要”和我私聊吧～,120.0,云南,0,https://www.goofish.com/item?id=716292614269&categoryId=127832004
【葫芦兄妹】【葫芦兄弟官方版第四部漫画】需要葫芦娃其他系列电 子版带名字来！  【商品详情】百度网盘资源，虚拟商品，购买后确认收货再发货哦～  【购买须知】 1. 购买前请确认商品信息，不支持实物退货。 2. 如有任何问题，请及时联系我，我会尽快回复的～  【店主提示】有时候可能会回复慢一些哈，感谢你...,4.98,吉林,0,https://www.goofish.com/item?id=950514337708&categoryId=202036301
葫芦兄弟官方版第四册葫芦兄妹漫画PDF，高清扫描稀有资源 感兴趣的话点“我想要”和我私聊吧～,6.6,江苏,9,https://www.goofish.com/item?id=872427378767&categoryId=126862312
葫芦兄妹 葫芦娃系列第四部 彩色连环画 直接可拍，度盘发货 [黄圆]【资源简介】     [呲牙]资源名称：葫芦兄妹     [托腮]资源类型：非实物资源，手机电脑均可看，pdf     [快递]资源大小：41.96M     [牛]内容：《葫芦兄妹》是葫芦娃系列的官方第四部正传，剧情续接《金刚...,3.88,上海,0,https://www.goofish.com/item?id=960773160859&categoryId=201459411
连环画 葫芦兄妹 全彩 精装 24开 已上架都有货非偏地区包邮,88.0,重庆,0,https://www.goofish.com/item?id=964761086782&categoryId=126862193
葫芦娃葫芦兄弟金刚葫芦娃葫芦兄妹和小白蛇漫画卡片卡通动漫 具体品相如图  标价为打包价不单卖 有几本内页有签名（谁小时候没在自己的书上写过名字[破涕为笑]） 本人上班党周一到周五下单默认第二天发货 二手商品签收不退不换 介意勿拍 非偏远包邮,128.0,山东,0,https://www.goofish.com/item?id=953377871357&categoryId=201459411
倒福蘑菇力兄妹葫芦 [红圆]兄： 正度可以 不响籽 不坐 高：7.24cm 厚皮 嘴上一处小小打皮伤 [红圆]妹： 重度奶牛花叶小倒福 歪歪 不响籽 不坐 高：5.22cm 厚皮 无伤瑕 售出不退不换 非偏远包邮 偏远地区邮费aa,22.0,江苏,0,https://www.goofish.com/item?id=913051767473&categoryId=126862595
葫芦兄妹 注音童书，5本 感兴趣的话点“我想要”和我私聊吧～,15.0,福建,2,https://www.goofish.com/item?id=708336175133&categoryId=127832004
葫芦兄妹和小白蛇，品相一般自定不缺页册页有字迹完美主义绕道， 挑选其他书一起可以包邮，注品相一般挑剔勿扰不缺页 感兴趣的话点“我想要”和我私聊吧～,60.0,云南,0,https://www.goofish.com/item?id=716492555968&categoryId=127832004
葫芦兄妹连环画。97年一版一印精装版，8090后童年动画书， 自然旧有积压痕迹，开页扉页有黄斑和一点点撕裂痕迹，内页无写字划线少页，整体品相不错，需要的朋友可以私聊店主，标价即售价，包邮，不二价，二手物品售出请当面签收，签收后不退不换。,68.0,天津,0,https://www.goofish.com/item?id=964420506670&categoryId=126862312
葫芦兄妹，苹果葫芦，超厚皮，打包两个出69，一个40，包邮， 自然光拍摄，一物一图，喜欢可以直接拍，有问题可以私聊。天然葫芦和手工制作，默认微瑕，下单前可补拍各种细节，售出任何理由不退不换！,40.0,甘肃,0,https://www.goofish.com/item?id=953617418026&categoryId=126862595
情侣葫芦，葫芦兄妹～ 机缘巧合配上一对形状这么像的葫芦，连龙头弯度都一样～给编了个脏辫，打了小领结，可可爱爱～～ 编了辫子以后有点重心偏移，可以买个蓝丁胶稳住就ok了～ 29.9一对，仅此一对 不单卖哈，舍不得让他俩分开[偷笑]  偏远地区不包邮哈，补点邮费给...,29.9,湖北,0,https://www.goofish.com/item?id=794566301163&categoryId=126862595
《葫芦兄妹》全集等100多套连环画高清sm件合售，8090后 怀旧精品！,40.0,广东,0,https://www.goofish.com/item?id=778283370288&categoryId=126862193
葫芦兄妹  超高清漫画全彩 超高清单页JPG/PDF 分辨率：9200x8500    高清单页版JPG/PDF 分辨率：3000x2700  葫芦娃/葫芦兄弟/葫芦小金刚衍生作  此文件是垫子版，一经出售概不退还。看好了再拍。点击右下角我想要。  免责声明：本小...,3.98,上海,0,https://www.goofish.com/item?id=961782264384&categoryId=126862312
葫芦兄妹  超清漫画全彩 超清单页PDF│JPG  分辨率：9100x8600    高清版单页PDF│JPG  分辨率：2900x2800  葫芦兄弟/葫芦娃衍生作  注意：此文件是垫子版，一经出售概不退还。喜欢可以拍，点击右下角我想要，拍了发！拍了发全套!  ...,3.99,福建,0,https://www.goofish.com/item?id=954230955428&categoryId=126862312
葫芦兄妹，1997年出版，八五品，彩色连环画，80后回忆童年 ，内也有粘连，详见图。  拍前可私聊发细节图，售出不退不换！满百包邮！,95.0,天津,1,https://www.goofish.com/item?id=888585947837&categoryId=126862193
金刚葫芦娃漫画书，葫芦兄妹篇，九成新，内页干净无笔迹，保存很 好。中国电影出版社正版，精装硬皮本，24开本。可单买可合售，价格不议。喜欢的朋友欢迎私聊，售出不退不换。,200.0,江西,0,https://www.goofish.com/item?id=939313640997&categoryId=126862312
葫芦娃系列电子版 PDF ➕动画系列 葫芦娃素材 童年记忆超 清画质电子资料 泊度网盘发货 内容 ①葫芦兄弟☆1  3 集动画 ②葫芦小金刚☆6 集动画 ③连环画☆金刚葫芦妹电子版 PDF➕jpg ④连环画☆葫芦兄妹电子版 PDF➕jpg ⑤连环画☆葫芦小子电子版 PDF➕jpg 备注 【葫芦娃】葫芦...,3.88,北京,7,https://www.goofish.com/item?id=922375666540&categoryId=202036301
包邮1996年葫芦兄妹，彩色连环画，有一页缺了一角 感兴趣的话点“我想要”和我私聊吧～,40.0,黑龙江,0,https://www.goofish.com/item?id=860499367898&categoryId=126862193
金刚葫芦妹 老玩具 卡片收藏金刚葫芦妹卡片 葫芦娃 葫芦兄弟 金刚葫芦娃 葫芦兄弟卡片 葫芦妹卡片 老的怀旧的 童年玩具 80老玩具怀旧收藏卡片 童年的 美好的回忆 怀旧童年老玩具 怀旧老玩具 卡通海报卡片 怀旧童年的卡片 葫芦兄妹 老玩具收藏 葫芦娃 价格不一,60.0,安徽,0,https://www.goofish.com/item?id=623164368962&categoryId=126862595
1997年中国电影出版社，葫芦兄妹，老中国漫画册，图片，使用 痕迹明显，末尾有一点撕开有点裂了，便宜处理了,110.0,云南,2,https://www.goofish.com/item?id=763127110360&categoryId=126862312
