标题,价格(元),所在地,想要人数,商品URL
2008年北京奥运会福娃系列全套5个，贝贝晶晶欢欢迎迎妮妮都 有，带原标。尺寸15cm左右，做工精致，毛绒手感舒服。成色如图，适合收藏。喜欢的小伙伴可以私聊我，价格可议。同城自提优惠，非偏远地区包邮。默认微瑕，一经售出不退不换。,20.0,四川,0,https://www.goofish.com/item?id=966856788359&categoryId=126862297
还记得2008年的北京奥运会吉祥物福娃吗，北京奥运会官方店购 买，有喜欢收藏的吗，低价出，包装盒没有了，无残缺有使用痕迹，介意者慎拍，售出不退！,25.0,辽宁,280,https://www.goofish.com/item?id=963001726043&categoryId=126862297
正版2008奥运会收藏级五福娃，全新。收拾房间的时候发现的， 盒子微损。可议价。爽快的再送一个小福娃特典。最好江苏昆山自提。如果邮寄，运费到付，售出不退不换。,54.0,江苏,0,https://www.goofish.com/item?id=964277505830&categoryId=126862297
2008年北京奥运会福娃挂件套装，全新正品，带原装五环造型收 纳盒。一套5个福娃：贝贝、晶晶、欢欢、迎迎、妮妮，适合收藏和送礼，具有很高的纪念价值。盒子完好无损，福娃无任何瑕疵。喜欢的朋友可以点击【我想要】找我私聊，支持自提。售出不退不换。,50.0,辽宁,1,https://www.goofish.com/item?id=964442997363&categoryId=126862297
08年奥运会福娃 官方正版 北京欢迎你福娃玩偶 毛绒玩具 大号标价可直拍太原同城可自提,60.0,山西,4,https://www.goofish.com/item?id=939840605811&categoryId=126862297
全新正品未拆封，奥运福娃滴塑钥匙圈纪念品，规格5.5cm，全 新正品。标注的是每个单价，多要可以优惠，私聊？ 这些福娃挂件是当年北京奥运会的纪念品，非常具有收藏价值。喜欢的朋友不要错过哦！感兴趣的话点“我想要”和我私聊吧～,20.0,河北,0,https://www.goofish.com/item?id=907421141346&categoryId=126862297
2008北京奥运会福娃挂饰礼盒，全新未拆封，一套5个吉祥物： 贝贝、晶晶、欢欢、迎迎和妮妮，超柔毛绒面料制作，每个15厘米，正版授权，外包装盒完好，京津冀地区包邮，100元，不退不换！,100.0,北京,0,https://www.goofish.com/item?id=966798621821&categoryId=126862297
【全新】带标福娃贝贝毛绒玩偶，30cm高，已无包装。正品奥运 吉祥物，无外包装，不包原厂瑕疵。只剩一个，无法批量购买，售出不退不换，介意勿拍，价格已优惠已开小刀，标价不再刀了，非偏远特殊地区包邮～,18.0,北京,0,https://www.goofish.com/item?id=906987327561&categoryId=126862297
2008北京奥运会福娃钥匙链套装 全新未拆封 官方授权店购入 内含5个福娃 每个高15厘米 宽10厘米 毛绒挂扣造型独特 收藏佳品 两套现货 单套58元包邮 喜欢的私聊 同城可面交 闲置物品不退换,58.0,北京,0,https://www.goofish.com/item?id=909736021372&categoryId=126862297
2008奥运会福娃毛绒钥匙链小礼盒 感兴趣的话点“我想要”和我私聊吧～,50.0,北京,0,https://www.goofish.com/item?id=967009048771&categoryId=126862807
北京奥运经典纪念品福娃运动盒装学生铅笔卡通收藏品 感兴趣的话点“我想要”和我私聊吧～,16.5,四川,59,https://www.goofish.com/item?id=921932251712&categoryId=126862297
正品福娃，16cm左右一个。五个全出包邮 感兴趣的话点“我想要”和我私聊吧～,100.0,北京,0,https://www.goofish.com/item?id=965617539600&categoryId=126862297
08奥运会正版福娃，大的20公分左右，一套5个。原价318的 。正版。放的时间太久了。,88.0,河北,7,https://www.goofish.com/item?id=934455906801&categoryId=126862297
北京福娃整套出，收藏的可收。标很新。 一套包邮，有需要可直拍。 中古毛绒，售出不退不换。,60.0,河南,0,https://www.goofish.com/item?id=930287566533&categoryId=126862297
2008年北京奥运会福娃挂饰套装，正版授权，一套5个吉祥物。 全新，超柔毛绒面料制作，每个15厘米左右。外包装盒有轻微氧化发黄，内里公仔完好。一经售出，不退不换。,79.0,山东,1,https://www.goofish.com/item?id=965896170836&categoryId=126862297
