标题,价格(元),所在地,想要人数,商品URL
我是不白吃话山海经第一季第二季音频mp3格式儿童睡前有声故事 合集2部打包[下]手机，平板，电视都可以听[1]摆渡网盘发货，虚拟物品发货后不可退换，感谢理解[2]温馨提示(免责声明:本材料不作为商业目的，仅交流使用，价格展示并非课程价值，而且整理资料辛苦费，如有侵权，联系客服删除即可),1.0,湖北,1,https://www.goofish.com/item?id=966658705157&categoryId=202036301
秒发秒发【更至970集】 持续更新，不白吃美食冷知识视频（竖版）需要的，可直接拍下，秒发百度网盘，网盘内容有7天有效期，请尽快转存或下载。不白吃系列真的很赞，我都现在集齐了：《不白吃话山海经》《不白吃古诗词漫游记第一季》《不白吃古诗词漫游记第二季》《我是不白吃美食冷知识》需要其他产品的直接在主页拍就可以，都是秒发的哈！网盘内容易复制，发送网盘链接后，不接受退款。,5.0,山东,0,https://www.goofish.com/item?id=848371771202&categoryId=202036301
不白吃古诗词漫游记视频第二季全45集【秒发】 之前发不白吃话山海经的时候，有家长问我还有没不白吃其他系列，所以，我就找来啦~  这次是古诗词，有两季，这是第二季，主页还有第一季，直接拍，都秒发哈~  不白吃系列很赞！拍下一定不会后悔~如果你想了解更多关于语文或者英语启蒙，欢迎留言~...,4.5,山东,0,https://www.goofish.com/item?id=848989672031&categoryId=126864808
不白吃古诗词漫游记视频第二季全45集【秒发】 之前发不白吃话山海经的时候，有家长问我还有没不白吃其他系列，所以，我就找来啦~  这次是古诗词，有两季，这是第二季，主页还有第一季，直接拍，都秒发哈~  不白吃系列很赞！拍下一定不会后悔~如果你想了解更多关于语文或者英语启蒙，欢迎留言~...,4.88,广东,9,https://www.goofish.com/item?id=842502458996&categoryId=202036301
全新甩卖】《不白吃漫画全套21册》漫画科普儿童科普不白吃漫画 物理化学生物太好玩不白吃山海经不白吃吃透中国史本链接包含以下“不白吃”套装，可任选：1.不白吃漫画化学+生物+物理太好玩系列：第1季+第2季 全6册2.《不白吃漫画——吃透中华二十四节气全4册》3.《不白吃漫画山海经全5册》：山海经1-2-3+东山经+北山经4.不白吃中国史系列全5册，分册：唐+宋+明+春秋战国+秦汉5.《不白吃漫画：中山经+东山经+吃透中国神话共3本》6.不白吃古诗词漫游记第一季+第二季全6册7.我是不白吃漫画中国新科技系列8.不白吃漫画吃透中国史唐+宋+明+漫画苏东坡传+美食的十万个为什么共5册9.不白吃漫画山海经：中山经＋东山经+北山经共3本 10.《不白吃话山海经1-2-3+东山经+北山经+中山经》共6册11.不白吃漫画全套21册包括：不白吃山海经1+2+3。不白吃漫画：这就是大中华美食1+2。不白吃漫画：这就是世界美食。不白吃漫画：超有趣的食物简史。不白吃漫画！食物简史。不白吃漫画：了不起的食物简史。不白吃吃透中国史：秦汉。不白吃吃透中国史：春秋战国。不白吃漫画山海经：北山经。不白吃漫画山海经：中山经，不白吃漫画山海经：东山经，不白吃吃透中国史：唐不白吃吃透中国史：明不白吃吃透中国史：宋不白吃漫画：美食的十万个为什么。不白吃漫画：苏东坡传。不白吃漫画：吃透中国神话。不白吃漫画：爱上读史记12.《不白吃美食系列7册》《不白吃漫画食物简史+了不起的食物简史+超有趣食物简史+美食十万个为什么+这就是世界美食+中华美食1+2 》共7册13.不白吃三国1+三国2店长鉴语：不白吃的系列有不少，孩子一开始没什么兴趣，就是因为我给他看了这个《不白吃话山海经》，从此看到不白吃系列就迈不开腿！[偷笑]	孩子入门的山海经分为山经和海经，看似无厘头的奇珍异兽的神 话故事却融入了天文、地理、植物、矿产，可以说是知识量爆棚的一套书。但因为它内容上晦涩难懂，角色上千奇百怪不太容易吸引小朋友的兴趣。不白吃通过漫画的形式以美食为突破口，在有趣的旅程中带孩子了解山海经。	每个小故事结束还有名家图鉴，让孩子不只是局限于漫画中的神 兽，通过原文、注释、译文更好地熟悉，这不就是简单快乐的大语文启蒙了嘛[呲牙][偷笑],10.9,四川,222,https://www.goofish.com/item?id=946893839586&categoryId=201459411
【全新任选】不白吃漫画系列任选不白吃话古诗词漫游记 山海经大 中华美食世界美食我是不白吃白茶东山经北山经中山经东吃透中国史  1.古诗词漫游记第一季3本：25包邮 2.古诗词漫游记第二季3本：25包邮 3.古诗词漫游记一二季6本：45包邮 4.吃透中华二十四节气4册：30包邮 5.漫画化学+生物+物理...,25.0,北京,0,https://www.goofish.com/item?id=910268388124&categoryId=126862312
全新不白吃系列古诗词，化学生物 山海经都有货 [灯泡]“不白吃”知名漫画科普达人，形象可爱[呲牙]又有文化的二次元美食家，擅长用生动有趣的漫画故事讲述传统文化及历史知识，深受大朋友和小朋友的喜欢。[得意]他的口头禅是：我是不白吃，我真是太有文化了![钉子]价格89元《不白吃话山海经全5册》超有趣，超生动，轻松读懂山海经！[钉子]价格49元《不白吃漫画化学+生物+物理，第一季》全3册[钉子]价格52元《不白吃漫画化学+生物+物理，第二季》全3册[钉子]价格96元《不白吃漫画化学+生物+物理1+2季》全6册[钉子]价格45元《不白吃漫画——吃透中华二十四节气全4册》[钉子]价格39.8元《不白吃古诗词漫游记第一季》全3册，领略故事背后的万般情感，诗人跌宕起伏的精彩人生。从此告别死记硬背，真正读懂诗词之美。[钉子]价格39.8元《不白吃古诗词漫游记第二季》全3册[钉子]价格58元《不白吃古诗词漫游记第一季+第二季》全6册不白吃古诗词漫游记喜欢可以直接拍，拍了可以马上安排发货书本都是全新 包邮发货的 #出闲置图书 #启蒙要趁早,39.8,北京,2,https://www.goofish.com/item?id=963350471163&categoryId=202155025
【官方正版】全新不白吃话山海经 《不白吃话山海经》   全新，全新，全新，不是盗版印刷，不是二手旧书♥  全套3册，分第一季和第二季  每季69元包邮 《山海经》通篇文言文，比较难啃，这本《不白吃山海经》，从我们喜欢的“吃”为出发点...,69.0,辽宁,99,https://www.goofish.com/item?id=951087186238&categoryId=201459411
【更至900集】持续更新，不白吃美食冷知识视频（竖版） 需要的，可直接拍下，秒发百度网盘，网盘内容有7天有效期，请尽快转存或下载。  不白吃系列真的很赞，我都现在集齐了：  《不白吃话山海经》 《不白吃古诗词漫游记第一季》 《不白吃古诗词漫游记第二季》 《我是不白吃美食冷知识》  需要其他产...,5.5,山东,21,https://www.goofish.com/item?id=848781077546&categoryId=126864807
不白吃古诗词漫游记视频第一季全45集【秒发】 之前发不白吃话山海经的时候，有家长问我还有没不白吃其他系列，所以，我就找来啦~  这次是古诗词，有两季，这是第一季，主页还有第二季，直接拍，都秒发哈~  不白吃系列很赞！拍下一定不会后悔~如果你想了解更多关于语文或者英语启蒙，欢迎留言~...,4.88,广东,9,https://www.goofish.com/item?id=842409399416&categoryId=202036301
