标题,价格(元),所在地,想要人数,商品URL
蛋壳 bjd小蛋壳 小蛋壳 荷包蛋自制小蛋壳 原模一翻无缩水，图上妆，状态好三句话直拍送两对眼 事妈勿扰,296.0,湖北,0,https://www.goofish.com/item?id=889358122200&categoryId=126860283
【出】蛋蛋自制 小蛋壳 bjd 大王妆 大王王汪汪汪 半白肤色 状态好 箱证齐 箱子被猫抓了几个孔不影响标价单头可直拍 收价已自刀 不包sxf 顺丰到付———以下不用看—————— 借名致歉:lp毛 haru natsu aki fuyu araki kirara ruri pop chika yona hina yuu momo lullaby poem doki 采蘑菇的佩奇 竹知亭 机智的小奶油 白麓麓 狐尾灯 tod 甜心狙击 sk lily olin seiji ask樱 白校长 巨大个橘子 祁墨眼 和雀眼 鸟子眼 寂太眼 腮红鸡pp 敷药药 纸鱼子 海月 夜白 石英世界 黑糖香芋 糖纸星 空气小兔 ookra 小护士 熊猫馒头铺 中华茶馆 功夫少女 海星士多 粗磨 造花少年 饱饱嗝 魔法学院的猫 ttt酱 风纪委员 一块破布 脚尖上的小诗 神奇的Emma 勤劳黑 舒芙蕾 兔豆豆 猫可可 妮蔻 puyoodoll 普优 熊蛋 egg01 02 熊妹 ruru lala 眠熊 熊弟 kuku kaka 口袋小熊 mdd 冲绳小百合 章鱼虾虾 星夜夜 凉水 大王王汪汪汪,4600.0,广东,0,https://www.goofish.com/item?id=963643502856&categoryId=126860283
【出/bjd小蛋壳】 ［注：头在手上，箱证在家，箱证得九月回去发可以提前寄头/等九月回去后和箱证一块寄］妆师：Lua粉肌（插头和家里粉肌半白体没什么色差）妆面是纳西妲cos妆，可当无属性耳朵尖尖有点掉妆收价带妆1818，后卸妆0投妆费用200总共2018，按2000算眼推荐用20-22，18肯定是不行的赠品：1.喵屋家的黑白女仆装2.图上水贴眼有从前娘那收的购买记录可以分期可谈，包顺,2000.0,广东,0,https://www.goofish.com/item?id=964833117156&categoryId=126860283
无捆自刀出 荷包蛋自制 小蛋壳 eggdoll 芋泥啵啵狸妆 拍卖头 没时间玩 超级超级可爱的一只 标价单头 会送很多嫁妆 不要不刀顺丰包邮非偏远，包手续费借名致歉:谬岛自制小呜小咪+lp毛+haru+natsu+aki+fuyu+araki+kirara+ruri+pop+chika+yona+hina+yuu+momo+lullaby+poem+doki+采蘑菇的佩奇+竹知亭+puyoo 熊妹 bjd3分 二次元 dd mdd ddh01,4680.0,北京,0,https://www.goofish.com/item?id=964240551355&categoryId=126860283
【微瑕】小蛋壳国际精选绘本:长脸牛【二手】 #涉及套装书或多册的图书，请咨询客服确认本数后再下单，以咨询结果为准;暂无商品描述#若原书涉及附件的，请已咨询客服回复结果为准; 已发货订单物流信息如未更新，可以咨询客服查询实时物流信息，快递如有破损，或者收到的书籍有质量问题，请联系客服售后。,9.71,四川,39,https://www.goofish.com/item?id=904670882396&categoryId=201544601
正版二手小蛋壳历险记 ---------------------------- 【书品】：书籍在8-9.5成新之间，二手正版图书不会影响使用。书籍均来自大学城，可能存在笔记和勾画，介意勿拍。 ---------------------------  1.购买...,18.0,河南,1,https://www.goofish.com/item?id=951756413541&categoryId=201459411
小蛋壳 树脂眼 mdd眼 puyoodoll 【dp余粮掉落】✨星屑✨原创眼珠 以下均是错版、瑕疵稍重的眼珠、比dp贩售的 眼珠质量会稍差一点、之前在dp购买了满200眼珠的宝贝如果想要异色树脂眼可以私信我付邮送一只 借tag： 熊妹 熊蛋  tinyfox mdd bjd dd 二...,68.0,江西,9,https://www.goofish.com/item?id=745617644093&categoryId=202035101
【加购出】小蛋壳 小芋杂货铺妆 mdd半白 超级萌的一只  收来的订单找不到了大概3500左右(？   刀一点出   带走主页其他头可以标价加购 拍前联系改价,3300.0,北京,0,https://www.goofish.com/item?id=953125671718&categoryId=126860283
【出】蛋蛋自制 小蛋壳 bjd 大王妆 大王王汪汪汪 半白肤色单头 箱证齐 箱子被猫抓了几个洞不影响捆：小羊集市 小黑羊 熊妹尺寸 点全状态好瞌睡熊家的土豆子 莺月夜 白色mdd大全套标价可直拍 顺丰到付 不包sxf———以下不用看—————— 借名致歉:lp毛 haru natsu aki fuyu araki kirara ruri pop chika yona hina yuu momo lullaby poem doki 采蘑菇的佩奇 竹知亭 机智的小奶油 白麓麓 狐尾灯 tod 甜心狙击 sk lily olin seiji ask樱 白校长 巨大个橘子 祁墨眼 和雀眼 鸟子眼 寂太眼 腮红鸡pp 敷药药 纸鱼子 海月 夜白 石英世界 黑糖香芋 糖纸星 空气小兔 ookra 小护士 熊猫馒头铺 中华茶馆 功夫少女 海星士多 粗磨 造花少年 饱饱嗝 魔法学院的猫 ttt酱 风纪委员 一块破布 脚尖上的小诗 神奇的Emma 勤劳黑 舒芙蕾 兔豆豆 猫可可 妮蔻 puyoodoll 普优 熊蛋 egg01 02 熊妹 ruru lala 眠熊 熊弟 kuku kaka 口袋小熊 mdd 冲绳小百合 章鱼虾虾 星夜夜 凉水 大王王汪汪汪,5120.0,广东,0,https://www.goofish.com/item?id=960027444688&categoryId=126860283
良目日记妆小蛋壳 bjd荷包蛋自制Eggdoll三分二次元头 有魔改：下巴缩短缩圆 鼻头微磨 鼻子掉妆有补过会有一些补妆痕迹箱证全 默认有正常黄化和把玩痕迹 标价仅单头无其他 拍下后改0.01走zz顺丰到付支持分期 可加购本家熊体1.0奶油肌可换其他同热度大手妆熊或牛河河/面包小咩/虎纹鲨鱼/良目日记/拿坡里奶酪烧/佩山两项极端妆小呜小咪小哩荔枝 肤色不限 无妆+妆额也行借puyoodoll熊蛋01020304熊妹lalaruru美沙子美乐蒂库洛米玉桂狗mdd,4980.0,上海,0,https://www.goofish.com/item?id=944265949001&categoryId=126860283
