anime,baidu_anime_baidu_anime_sum_log_minmax,baidu_anime_baidu_anime_mean_log_minmax,bilibili_anime_orignaldata_likes_log_minmax,bilibili_anime_orignaldata_coins_log_minmax,bilibili_anime_orignaldata_collections_log_minmax,bilibili_anime_orignaldata_shares_log_minmax,bilibili_anime_orignaldata_followers_log_minmax,bilibili_anime_orignaldata_play_count_log_minmax,bilibili_anime_orignaldata_score_minmax,bilibili_anime_orignaldata_total_rating_count_log_minmax,bilibili_anime_creations_creations_log_minmax,bilibili_anime_creations_videos_log_minmax,bilibili_anime_comments_total_reply_log_minmax,douban_anime_douban_anime_score_x_minmax,douban_anime_douban_anime_votes_douban_log_minmax,douban_anime_douban_anime_comment_count_log_minmax,douban_anime_douban_anime_review_count_log_minmax,douyin_anime_douyin_anime_num_log_minmax,douyin_anime_douyin_anime_likes_log_minmax,douyin_anime_douyin_anime_comments_log_minmax,douyin_anime_douyin_anime_shares_log_minmax,imdb_anime_Sheet1_votes_log_minmax,imdb_anime_Sheet1_rating_minmax,industry_anime_industry_anime_game_count_log_minmax,industry_anime_industry_anime_show_count_log_minmax,industry_anime_industry_anime_work_count_log_minmax,industry_anime_industry_anime_patent_count_log_minmax,tieba_anime_tieba_anime_followers_log_minmax,tieba_anime_tieba_anime_posts_log_minmax,weibo_anime_weibo_anime_posts_minmax
哈小浪之星域大冒险,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
哑舍,0.8028959443331433,0.6387702020255706,0.807380515931069,0.7791319560916237,0.6102076724751757,0.5771849063537442,0.5984610665825743,0.6782900171870108,0.0,0.0,0.0,0.4636455361697356,0.776045759333338,0.7571428571428572,0.0,1.0,0.6830107460908589,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.5699317713465407,0.7680564425184723,0.5851370713511037,0.8
哪吒传奇,0.7875099243467212,0.6105880530953118,0.6596426958790115,0.6196384636684896,0.6392350428183626,0.655985453165752,0.5997102735076248,0.6487880642191809,1.0,0.6857137378458601,0.0,0.11153299856249912,0.7251190459454135,0.9142857142857144,0.7918659154974171,1.0,1.0,0.7126816095637537,0.7343956184804274,0.7198344759769914,0.6144492208194111,0.0,0.0,0.0,0.20184908658209985,0.0,0.3589352781631192,0.5116603589900439,0.4822205280452201,0.7
唤醒石头里存在的生命,0.0,0.20187773557734828,0.11873788259414576,0.07159906157240449,0.11003020295866757,0.054770787473567485,0.059211831811544505,0.12613690056898313,0.0,0.0,0.6789460910641313,0.8930735555412082,0.10923535830178097,0.7571428571428572,0.0,0.2801172253021428,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.6117072341550116,0.0,0.0,0.05
啾啾成长记,0.0,0.20187773557734828,0.12265804486621128,0.1355219348214743,0.09350518016594662,0.08680964428057251,0.056818473623847676,0.1743616505488345,0.0,0.0,0.0,0.11153299856249912,0.05461767915089048,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
善恶魔法学院 The School for Good and Evil,,,,,,,,,,,,,,0.4285714285714286,0.6572205211741505,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
善良的夏吾冬,0.5822705368199915,0.23649996105432877,0.3673977325089491,0.3278450807305178,0.40105672206799126,0.3310562257178629,0.3439744030603381,0.37824670962514684,0.0,0.0,0.0,0.11153299856249912,0.40328079199140066,0.8142857142857144,0.5892088594738258,1.0,0.5286339468194481,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.14552373966029739,0.08430170808075184,0.1
喜羊羊与灰太狼,0.8836487842786238,0.7867382751462956,0.9639750625461452,0.8356057098901103,0.9103531955813382,0.8957681223027445,0.8407226833277585,0.9070976366367614,1.0,0.9645055190567675,0.0,0.5163061388240208,0.8961014968799762,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.7891590205064597,0.7572841504907848,0.8083994638348356,0.7058611974886608,0.0,0.0,1.0,0.0,0.0,0.3603671351407856,0.7276793368919027,0.740742367116539,0.9
喜羊羊与灰太狼之异国破晓,,,,,,,,,,,,,,0.5428571428571429,0.556854128208287,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
喷喷象小百科,0.0,0.20187773557734828,0.17200894247676876,0.17199336852976999,0.1870103603318932,0.15376103979889064,0.10223602226897932,0.18824238567275395,0.0,0.0,0.0,0.11153299856249912,0.24706645553509649,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
嗨！三宝,0.0,0.20187773557734828,0.12006873059912568,0.10489072931182503,0.04587511484231194,0.0,0.03105101625372071,0.06552230448989706,0.0,0.0,0.0,0.11153299856249912,0.1411846524814716,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85
嘀嗒传奇,0.0,0.20187773557734828,0.28347950608604283,0.2238007564896795,0.32152578368412504,0.189475793963723,0.23363796262502773,0.25587561873853787,0.0,0.0,0.0,0.11153299856249912,0.2360536819997773,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
嘟嘟小分队,0.0,0.20187773557734828,0.12265804486621128,0.15627628878010372,0.1293555355156316,0.10954157494713497,0.07017067027372444,0.1890875737664526,0.0,0.0,0.0,0.11153299856249912,0.05461767915089048,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
四季童年,0.0,0.20187773557734828,0.11873788259414576,0.07159906157240449,0.11003020295866757,0.054770787473567485,0.059211831811544505,0.12613690056898313,0.0,0.0,0.0,0.11153299856249912,0.10923535830178097,0.7571428571428572,0.0,1.0,0.8161893041084362,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
四格勇者,0.0,0.20187773557734828,0.6742814171019091,0.6164337625866873,0.5897856057105764,0.5875766512502185,0.6769278507560249,0.6318785386871422,0.8686868686868686,0.5655116235449887,0.6789460910641313,0.5876743079427772,0.6617665869566975,0.7571428571428572,0.0,0.7223948510426579,0.0,0.6669167414895798,0.5846908147560297,0.5224918400264981,0.4311464410423132,0.0,0.0,1.0,0.0,0.0,0.0,0.19287009048324422,0.08430170808075184,0.05
回铭,0.0,0.20187773557734828,0.7910633321468856,0.8055345556217842,0.7752391529079683,0.7163371583428472,0.764654154505078,0.7868939418295919,0.98989898989899,0.7575123846777054,0.0,0.11153299856249912,0.7696098922598665,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.0818552411652619,0.09480910177680126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18180533921311043,0.13361504605473334,0.9
回铭之烽火三月,,,,,,,,,,,,,,0.6428571428571429,0.4973205241222406,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
土波兔,0.0,0.20187773557734828,0.23142112273687981,0.22166376915805427,0.23896749643916199,0.20267599736105374,0.11461471561171871,0.2706112559077993,0.0,0.0,0.0,0.11153299856249912,0.2021094292426418,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35
土红色的骆驼,0.0,0.20187773557734828,0.2744262743597657,0.22982093585953367,0.3032950508412377,0.21908314989426994,0.21375085401032978,0.2571203093720585,0.0,0.0,0.0,0.11153299856249912,0.31718424784828686,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.06667270689314406,0.08430170808075184,0.2
圣尊助理的我已经无敌了,0.0,0.20187773557734828,0.2922187995745216,0.2014502670539285,0.23896749643916199,0.08680964428057251,0.16113717929786403,0.22688889714342736,0.0,0.0,0.0,0.11153299856249912,0.12681832369799634,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
在下“英台”,0.0,0.20187773557734828,0.11873788259414576,0.07159906157240449,0.11003020295866757,0.054770787473567485,0.059211831811544505,0.12613690056898313,0.0,0.0,0.0,0.11153299856249912,0.10923535830178097,0.7571428571428572,0.0,0.5302028757930042,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
地上城与勇士,0.0,0.20187773557734828,0.5860106527413217,0.59657890804274,0.526320719420981,0.575791073652984,0.45655372943738337,0.5024968171540195,0.9696969696969696,0.45836011328831106,0.0,0.11153299856249912,0.5471708430358144,0.7571428571428572,0.0,0.3194215924178609,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,1.0,0.0,0.0,0.0,0.34261152016030877,0.39292723050247674,0.3
地下城与勇士,0.83355213953903,0.6949347387818889,0.6387084262165778,0.5843910878725356,0.5603276713483741,0.6272764664527575,0.5057415925290374,0.5486555157264005,0.0,0.0,0.0,0.11153299856249912,0.6685147574883521,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.75
多多趣味识字课堂,0.0,0.20187773557734828,0.23622282695874003,0.24662424532775323,0.3828529677258023,0.3501122590265981,0.19543881525332404,0.2772275683743973,0.0,0.0,0.0,0.11153299856249912,0.17313394666116227,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.8848862766413297,0.0,0.0,0.25
多宝一家人 第二季,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
夜光溯明,0.0,0.20187773557734828,0.11873788259414576,0.07159906157240449,0.11003020295866757,0.054770787473567485,0.059211831811544505,0.12613690056898313,0.0,0.0,0.0,0.11153299856249912,0.10923535830178097,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.5582148640764453,0.0,0.0,0.25
大侠请上功,0.0,0.20187773557734828,0.6134797829417757,0.5534080901093427,0.5673766793742743,0.49026891273884915,0.6112631525878585,0.5737058173003686,0.8787878787878787,0.43835632062742175,0.0,0.11153299856249912,0.5767808704656291,0.7571428571428572,0.0,0.6636173839754271,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
大侦探熊猫猪,0.0,0.20187773557734828,0.2397457226845748,0.14319812314480898,0.24114068895562193,0.15376103979889064,0.14412635885075448,0.23683701424688022,0.0,0.0,0.0,0.11153299856249912,0.21847071660356193,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04215085404037592,0.25
大宇宙时代,0.6787452119016497,0.41164325245070166,0.6524076909448698,0.6055635692132687,0.5911663103313094,0.5590462120701036,0.6606432186338671,0.6244108690473771,0.696969696969697,0.5124801164600655,0.0,0.11153299856249912,0.6712523061401627,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.23756053652125123,0.14941309563299845,0.19871070684643327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6553451462200766,0.6931666489784751,0.85
大宝大牙科学探索,0.0,0.20187773557734828,0.056136819932231366,0.07159906157240449,0.07552022307247641,0.10954157494713497,0.03438115956478335,0.06158175605047872,0.0,0.0,0.0,0.46312064974844286,0.08656697333058114,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
大森林里的小故事,0.0,0.20187773557734828,0.22567620981060013,0.22166376915805427,0.29344240886506207,0.21398347449455368,0.19423594399633598,0.25349176362465753,0.0,0.0,0.0,0.11153299856249912,0.2504200107832526,0.7571428571428572,0.0,0.4346659056725794,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
大盗贼,0.6741993388312284,0.4033477732394566,0.39144734167602246,0.3853964407430753,0.43860738129495164,0.4469225787983442,0.3599453528681014,0.3293931333988736,0.0,0.0,0.0,0.11153299856249912,0.4462223424156147,0.9428571428571431,0.7400245686719751,1.0,0.9671267134323301,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.36953264443459427,0.36122673289385476,0.4
大英雄狄青,0.67861051389826,0.41139741458618195,0.5177131136664422,0.4997775690368669,0.5087213716906039,0.5217202758099907,0.4518213897026691,0.4986375998470659,1.0,0.4506042422480936,0.0,0.11153299856249912,0.5748795184471757,0.9000000000000001,0.6679144966654037,1.0,0.983974444213354,0.6415179082848943,0.5971098142944553,0.6178394706240506,0.4720920138693079,0.0,0.0,0.0,0.0,0.0,0.709020780042753,0.44565868197318,0.3776717336400879,0.2
大话封神4之最强弃少,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
大象无形,0.7499431462134626,0.5418046100285558,0.42485246348410044,0.38644481092718913,0.40006767446845215,0.33902156541308603,0.37557629745233784,0.3571915231288769,0.0,0.0,0.0,0.11153299856249912,0.410919492987768,0.7571428571428572,0.0,0.3835001586732843,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,1.0,0.0,0.45937331941135423,0.5252080670905638,0.8
大运河奇缘,0.0,0.20187773557734828,0.24215945537008327,0.19189578520108297,0.28701580379793384,0.15376103979889064,0.20318853021033512,0.21980260586532388,0.0,0.0,0.0,0.11153299856249912,0.17313394666116227,0.7571428571428572,0.0,0.0,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.04206579453003339,0.04215085404037592,0.25
大道朝天,0.82347184498943,0.6764653338082988,0.8162927249840596,0.8168273407923391,0.8256265006025773,0.7606817747447784,0.8006985099052562,0.8255454321028058,0.9797979797979797,0.7547878533516021,0.0,0.11153299856249912,0.803622755698892,0.7857142857142857,0.5756467940044057,1.0,0.8161893041084362,0.4751210730425024,0.6122924127202425,0.6991402368780059,0.43464970979076,0.0,0.0,0.0,0.0,0.0,0.0,0.6249637083364016,0.6204933922017232,0.85
大雨,0.7488234477568269,0.5397552341809517,0.11873788259414576,0.07159906157240449,0.11003020295866757,0.054770787473567485,0.059211831811544505,0.12613690056898313,0.0,0.0,0.0,0.11153299856249912,0.10923535830178097,0.5000000000000001,0.7216033002170165,1.0,1.0,0.5842638948608058,0.8203065868068954,0.8124127519820914,0.7779332102581459,0.0,0.0,1.0,0.0,0.0,0.5329332354882375,0.34367438643645504,0.27430910200375597,0.9
天命出马仙,0.6863602257630211,0.425544805315001,0.37129453576005506,0.36486189230286326,0.3812135189716987,0.20267599736105374,0.37597274991098817,0.39027001125157634,0.0,0.0,0.0,0.11153299856249912,0.3545699495100491,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.24208391520946554,0.2852847495920325,0.25
天命大主宰,0.0,0.20187773557734828,0.705380052911596,0.5655617760821282,0.651063901009241,0.5522072424208251,0.6226129198360026,0.7012664504060162,0.0,0.0,0.0,0.11153299856249912,0.593080165879406,0.7571428571428572,0.0,0.5870986096956183,0.227670248696953,0.42935620496832866,0.3810753397372268,0.38928249980954527,0.27483625904963427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
天外福星,0.0,0.20187773557734828,0.16808878020470325,0.15006470758564983,0.1504493876385035,0.10954157494713497,0.10552327494386238,0.1977033029568994,0.0,0.0,0.0,0.11153299856249912,0.15333121039561537,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.6853078439656234,0.0,0.0,0.25
天外福星之赤剑传奇,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
天界代购店,0.0,0.20187773557734828,0.3890155100296286,0.3412708326533644,0.36632794493308124,0.19635121922770749,0.34474264029617613,0.35132691315161635,0.0,0.0,0.0,0.11153299856249912,0.33476721324450226,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25
天眼之父南仁东,0.0,0.20187773557734828,0.39138900632229107,0.3821461801492275,0.4055261331757473,0.3990272165887612,0.28720167005537867,0.30686685448051154,0.0,0.0,0.0,0.11153299856249912,0.3509876665109951,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35
头脑特工队,0.8211115402655519,0.6721409117193947,0.11873788259414576,0.07159906157240449,0.11003020295866757,0.054770787473567485,0.059211831811544505,0.12613690056898313,0.0,0.0,0.0,0.11153299856249912,0.10923535830178097,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.6140850785586331,0.5774266466127881,0.531340904614944,0.5291146265569082,0.9234653046378367,0.9885057471264368,1.0,0.0,0.0,0.0,0.558556309553546,0.38426168369198294,0.8
头脑特工队2 Inside Out 2,,,,,,,,,,,,,,0.8142857142857144,0.8978094589875433,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
奇奇和努娜,0.0,0.20187773557734828,0.39351620283468175,0.3676959159519441,0.3708085627405975,0.34625698010825107,0.29258918718348154,0.4446852882004005,0.0,0.0,0.6789460910641313,0.9806659808805778,0.2926170564224406,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.9234653046378367,0.9885057471264368,1.0,0.0,0.0,0.0,0.0,0.0,0.3
奇奇和努娜 第一季,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
奇奇妙妙 기기묘묘,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
奇奇妙妙博物馆,0.0,0.20187773557734828,0.2132910308909779,0.15006470758564983,0.3263906553401517,0.28532586314232405,0.2017367098784519,0.2681080641474545,0.0,0.0,0.0,0.11153299856249912,0.18894612619117765,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
奇妙大冒险,0.0,0.20187773557734828,0.2684502845016006,0.2335460796924585,0.22718205404676395,0.19635121922770749,0.1493839975347788,0.2907757149640439,0.0,0.0,0.0,0.11153299856249912,0.18894612619117765,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7
奇特工程车,0.0,0.20187773557734828,0.2840088638795461,0.2839366232771332,0.31577277788713115,0.2633026147460256,0.17267492829468647,0.4098388806209506,0.0,0.0,0.0,0.11153299856249912,0.12681832369799634,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.9695538323073754,0.9655172413793105,0.0,0.0,0.0,0.0,0.0,0.0,0.25
奇特益智工程车,0.0,0.20187773557734828,0.3921436630720996,0.3755259940148637,0.4371899949524165,0.3904764449600068,0.2677668459042603,0.4829335138550451,0.0,0.0,0.0,0.11153299856249912,0.18894612619117765,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
奇趣特工队,0.0,0.20187773557734828,0.3600867224309718,0.2700175134007542,0.35603576357031624,0.18194461768754866,0.1870379373611723,0.4281166612019263,0.0,0.0,0.0,0.11153299856249912,0.21847071660356193,0.7571428571428572,0.0,0.5137472511357584,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,1.0,0.0,0.0,0.0,0.12619738359010016,0.06680752302736667,0.25
女娲补天,0.7896323762479046,0.6144753843973981,0.5561703596400781,0.4232127073503354,0.48642799987967156,0.4621992750912368,0.39543808541749775,0.40771868153341095,0.0,0.0,0.0,0.11153299856249912,0.48841938805480273,0.7714285714285715,0.6397972439980417,1.0,0.5286339468194481,0.3765245420373819,0.8692820546125197,0.8544014245918878,0.8527712168525897,0.0,0.0,0.0,0.0,0.0,0.0,0.34853202733734207,0.2243238143409731,0.95
奶泡泡学成语,0.0,0.20187773557734828,0.3483983299430945,0.2946952460708693,0.43353968926033987,0.37960194175077583,0.2343592982146449,0.39832985105151647,0.0,0.0,0.0,0.44486070463911864,0.2653316473130014,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
奶泡泡学成语 第一季,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
好伙伴,0.0,0.20187773557734828,0.2644000004231439,0.19841845182834972,0.2473459360751424,0.19635121922770749,0.18835833608632846,0.23384810073135912,0.0,0.0,0.0,0.11153299856249912,0.30666242079123074,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,1.0,0.0,0.0,0.0,0.2374132948361207,0.2088236055664861,0.95
好伙伴 The Early Hatchling Gets the Worm,,,,,,,,,,,,,,0.6714285714285715,0.47110208182820046,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
好猫咪咪,0.6399368683031081,0.3409222661888795,0.4339160379843844,0.3569135855281056,0.4342084039582174,0.504675514279008,0.3591285409157703,0.3651429042626052,0.0,0.0,0.0,0.11153299856249912,0.4898477653219817,0.8000000000000002,0.5668748923935487,1.0,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.18758953419033075,0.23282285379273246,0.25
如果历史是一群喵,0.8095674419494477,0.6509916484204055,0.7982946253027131,0.744125511157266,0.7976184926444634,0.7596063326562008,0.8946256192033979,0.748114251079919,0.98989898989899,0.6281207004019173,0.6789460910641313,0.6512118132950524,0.8233557272295734,0.7857142857142857,0.6206274523342278,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.42372044175973617,0.3544630099176005,0.85
妖神记,0.8349460234630042,0.6974887525792559,0.7555546320690576,0.7029544996848487,0.5351275266464062,0.6586642704991109,0.7948307784579722,0.7795993898750021,0.5151515151515151,0.7949638746716603,0.0,0.11153299856249912,0.7928642791922109,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,1.0,0.0,0.6635345533213088,0.5721906785994105,0.85
妖神记 第一季,,,,,,,,,,,,,,0.5571428571428572,0.548365278132249,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
妖道至尊,0.6552710984123622,0.36883700415257503,0.4811317231174838,0.4310967121146285,0.465551758666925,0.31947197932251115,0.4280407281281328,0.51152102022792,0.0,0.0,0.6789460910641313,0.4627676164758367,0.4755757473275699,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.13896400551613072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.565290058684815,0.6072534161192469,0.5480501157070551,0.3
妙趣横生恐龙世界,0.0,0.20187773557734828,0.36310179564425876,0.36036546994840374,0.4033207615017734,0.3677445142934443,0.28127668393586,0.48590804652324404,0.0,0.0,0.0,0.11153299856249912,0.38710077145726973,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
妙趣横生故事汇,0.0,0.20187773557734828,0.11873788259414576,0.07159906157240449,0.11003020295866757,0.054770787473567485,0.059211831811544505,0.12613690056898313,0.0,0.0,0.0,0.11153299856249912,0.10923535830178097,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
始祖的足迹,0.0,0.20187773557734828,0.09120030612002025,0.07159906157240449,0.07552022307247641,0.0,0.07414981093419824,0.01377844571836874,0.0,0.0,0.0,0.11153299856249912,0.1958023316323621,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,1.0,0.0,0.0,0.32481813612930943,0.0,0.0,0.1
威力成长记,0.0,0.20187773557734828,0.24072105704971855,0.18837210141863373,0.23521745893612692,0.2442465814372905,0.16267810108200487,0.27919499472347564,0.0,0.0,0.0,0.5637950313066206,0.1411846524814716,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25
嫁人就嫁灰太狼,0.6437398400228022,0.34784109630856686,0.5959093360332206,0.5067597773199988,0.5891047531956872,0.5570833627402659,0.5164262345490195,0.51986807780166,0.98989898989899,0.49088935309832155,0.0,0.11153299856249912,0.5545634471097058,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.5988738284514559,0.5170571801336034,0.5279561723945546,0.0,0.0,0.0,0.0,0.0,0.0,0.37416757641340315,0.34962534850680455,0.2
嫁人就嫁灰太狼 喜羊羊与灰太狼之嫁人就嫁灰太狼,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
孔子归来,0.0,0.20187773557734828,0.35122361461409074,0.21945432792854658,0.36107558304308895,0.6012342657278731,0.223031392874794,0.3640610233854123,0.0,0.0,0.0,0.11153299856249912,0.5576831713700748,0.7571428571428572,0.0,0.10338293337114146,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04215085404037592,0.25
孔子见老子,0.0,0.20187773557734828,0.2915103529806407,0.24512596613693363,0.2938284053673718,0.4146069527294873,0.19912785126568908,0.27156179818025994,0.0,0.0,0.0,0.11153299856249912,0.44400257154628314,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
