series_name,season_id,episode_urls
心奇爆龙战车之暴龙出击 第三季,46853,"[""https://www.bilibili.com/bangumi/play/ep799828"", ""https://www.bilibili.com/bangumi/play/ep799829"", ""https://www.bilibili.com/bangumi/play/ep799830"", ""https://www.bilibili.com/bangumi/play/ep799831"", ""https://www.bilibili.com/bangumi/play/ep799832"", ""https://www.bilibili.com/bangumi/play/ep799833"", ""https://www.bilibili.com/bangumi/play/ep799834"", ""https://www.bilibili.com/bangumi/play/ep799835"", ""https://www.bilibili.com/bangumi/play/ep799836"", ""https://www.bilibili.com/bangumi/play/ep799837"", ""https://www.bilibili.com/bangumi/play/ep799838"", ""https://www.bilibili.com/bangumi/play/ep799839"", ""https://www.bilibili.com/bangumi/play/ep799840"", ""https://www.bilibili.com/bangumi/play/ep799841"", ""https://www.bilibili.com/bangumi/play/ep799842"", ""https://www.bilibili.com/bangumi/play/ep799843"", ""https://www.bilibili.com/bangumi/play/ep799844"", ""https://www.bilibili.com/bangumi/play/ep799845"", ""https://www.bilibili.com/bangumi/play/ep799846"", ""https://www.bilibili.com/bangumi/play/ep799847"", ""https://www.bilibili.com/bangumi/play/ep799848"", ""https://www.bilibili.com/bangumi/play/ep799849"", ""https://www.bilibili.com/bangumi/play/ep799850"", ""https://www.bilibili.com/bangumi/play/ep799851"", ""https://www.bilibili.com/bangumi/play/ep799852"", ""https://www.bilibili.com/bangumi/play/ep799853""]"
屈原,45473,"[""https://www.bilibili.com/bangumi/play/ep755305""]"
卡卡虎大冒险 第四季,45475,"[""https://www.bilibili.com/bangumi/play/ep755307"", ""https://www.bilibili.com/bangumi/play/ep755308"", ""https://www.bilibili.com/bangumi/play/ep755309"", ""https://www.bilibili.com/bangumi/play/ep755310"", ""https://www.bilibili.com/bangumi/play/ep755311"", ""https://www.bilibili.com/bangumi/play/ep755312"", ""https://www.bilibili.com/bangumi/play/ep755316"", ""https://www.bilibili.com/bangumi/play/ep755317"", ""https://www.bilibili.com/bangumi/play/ep755318"", ""https://www.bilibili.com/bangumi/play/ep755319"", ""https://www.bilibili.com/bangumi/play/ep755320"", ""https://www.bilibili.com/bangumi/play/ep755321"", ""https://www.bilibili.com/bangumi/play/ep755322"", ""https://www.bilibili.com/bangumi/play/ep755323"", ""https://www.bilibili.com/bangumi/play/ep755324"", ""https://www.bilibili.com/bangumi/play/ep755325"", ""https://www.bilibili.com/bangumi/play/ep755326"", ""https://www.bilibili.com/bangumi/play/ep755327"", ""https://www.bilibili.com/bangumi/play/ep755328"", ""https://www.bilibili.com/bangumi/play/ep755329"", ""https://www.bilibili.com/bangumi/play/ep755330"", ""https://www.bilibili.com/bangumi/play/ep755331"", ""https://www.bilibili.com/bangumi/play/ep755332"", ""https://www.bilibili.com/bangumi/play/ep755333"", ""https://www.bilibili.com/bangumi/play/ep755334"", ""https://www.bilibili.com/bangumi/play/ep755335""]"
妖道至尊,45434,"[""https://www.bilibili.com/bangumi/play/ep754897"", ""https://www.bilibili.com/bangumi/play/ep754898"", ""https://www.bilibili.com/bangumi/play/ep754899"", ""https://www.bilibili.com/bangumi/play/ep754900"", ""https://www.bilibili.com/bangumi/play/ep754901"", ""https://www.bilibili.com/bangumi/play/ep754902"", ""https://www.bilibili.com/bangumi/play/ep754903"", ""https://www.bilibili.com/bangumi/play/ep754904"", ""https://www.bilibili.com/bangumi/play/ep754905"", ""https://www.bilibili.com/bangumi/play/ep754906"", ""https://www.bilibili.com/bangumi/play/ep754907"", ""https://www.bilibili.com/bangumi/play/ep754908"", ""https://www.bilibili.com/bangumi/play/ep754909"", ""https://www.bilibili.com/bangumi/play/ep754910"", ""https://www.bilibili.com/bangumi/play/ep754911"", ""https://www.bilibili.com/bangumi/play/ep754912"", ""https://www.bilibili.com/bangumi/play/ep754913"", ""https://www.bilibili.com/bangumi/play/ep754914"", ""https://www.bilibili.com/bangumi/play/ep754915"", ""https://www.bilibili.com/bangumi/play/ep754916"", ""https://www.bilibili.com/bangumi/play/ep754917"", ""https://www.bilibili.com/bangumi/play/ep754918"", ""https://www.bilibili.com/bangumi/play/ep754919"", ""https://www.bilibili.com/bangumi/play/ep754920"", ""https://www.bilibili.com/bangumi/play/ep754921"", ""https://www.bilibili.com/bangumi/play/ep754922"", ""https://www.bilibili.com/bangumi/play/ep754923"", ""https://www.bilibili.com/bangumi/play/ep754924"", ""https://www.bilibili.com/bangumi/play/ep754925"", ""https://www.bilibili.com/bangumi/play/ep754926"", ""https://www.bilibili.com/bangumi/play/ep754927"", ""https://www.bilibili.com/bangumi/play/ep754928"", ""https://www.bilibili.com/bangumi/play/ep754929"", ""https://www.bilibili.com/bangumi/play/ep754930"", ""https://www.bilibili.com/bangumi/play/ep754931"", ""https://www.bilibili.com/bangumi/play/ep754932"", ""https://www.bilibili.com/bangumi/play/ep754933"", ""https://www.bilibili.com/bangumi/play/ep754934"", ""https://www.bilibili.com/bangumi/play/ep754935"", ""https://www.bilibili.com/bangumi/play/ep754936"", ""https://www.bilibili.com/bangumi/play/ep754937"", ""https://www.bilibili.com/bangumi/play/ep754938"", ""https://www.bilibili.com/bangumi/play/ep754939"", ""https://www.bilibili.com/bangumi/play/ep754940"", ""https://www.bilibili.com/bangumi/play/ep754941"", ""https://www.bilibili.com/bangumi/play/ep754942"", ""https://www.bilibili.com/bangumi/play/ep754943"", ""https://www.bilibili.com/bangumi/play/ep754944"", ""https://www.bilibili.com/bangumi/play/ep754945"", ""https://www.bilibili.com/bangumi/play/ep754946"", ""https://www.bilibili.com/bangumi/play/ep754947"", ""https://www.bilibili.com/bangumi/play/ep754948"", ""https://www.bilibili.com/bangumi/play/ep754949"", ""https://www.bilibili.com/bangumi/play/ep754950"", ""https://www.bilibili.com/bangumi/play/ep754951"", ""https://www.bilibili.com/bangumi/play/ep754952"", ""https://www.bilibili.com/bangumi/play/ep754953"", ""https://www.bilibili.com/bangumi/play/ep754954"", ""https://www.bilibili.com/bangumi/play/ep754955"", ""https://www.bilibili.com/bangumi/play/ep754956"", ""https://www.bilibili.com/bangumi/play/ep754957"", ""https://www.bilibili.com/bangumi/play/ep754958"", ""https://www.bilibili.com/bangumi/play/ep754959"", ""https://www.bilibili.com/bangumi/play/ep754960"", ""https://www.bilibili.com/bangumi/play/ep754961"", ""https://www.bilibili.com/bangumi/play/ep754962"", ""https://www.bilibili.com/bangumi/play/ep754963"", ""https://www.bilibili.com/bangumi/play/ep754964"", ""https://www.bilibili.com/bangumi/play/ep754965"", ""https://www.bilibili.com/bangumi/play/ep754966"", ""https://www.bilibili.com/bangumi/play/ep754967"", ""https://www.bilibili.com/bangumi/play/ep754968"", ""https://www.bilibili.com/bangumi/play/ep754969"", ""https://www.bilibili.com/bangumi/play/ep754970"", ""https://www.bilibili.com/bangumi/play/ep754971"", ""https://www.bilibili.com/bangumi/play/ep754972"", ""https://www.bilibili.com/bangumi/play/ep754973"", ""https://www.bilibili.com/bangumi/play/ep754974"", ""https://www.bilibili.com/bangumi/play/ep754975"", ""https://www.bilibili.com/bangumi/play/ep754976"", ""https://www.bilibili.com/bangumi/play/ep754977"", ""https://www.bilibili.com/bangumi/play/ep754978"", ""https://www.bilibili.com/bangumi/play/ep754979"", ""https://www.bilibili.com/bangumi/play/ep754980"", ""https://www.bilibili.com/bangumi/play/ep754981"", ""https://www.bilibili.com/bangumi/play/ep754982"", ""https://www.bilibili.com/bangumi/play/ep754983"", ""https://www.bilibili.com/bangumi/play/ep754984"", ""https://www.bilibili.com/bangumi/play/ep754985"", ""https://www.bilibili.com/bangumi/play/ep754986"", ""https://www.bilibili.com/bangumi/play/ep754987"", ""https://www.bilibili.com/bangumi/play/ep754988"", ""https://www.bilibili.com/bangumi/play/ep754989"", ""https://www.bilibili.com/bangumi/play/ep754990"", ""https://www.bilibili.com/bangumi/play/ep754991"", ""https://www.bilibili.com/bangumi/play/ep754992"", ""https://www.bilibili.com/bangumi/play/ep754993"", ""https://www.bilibili.com/bangumi/play/ep754994"", ""https://www.bilibili.com/bangumi/play/ep754995"", ""https://www.bilibili.com/bangumi/play/ep754996"", ""https://www.bilibili.com/bangumi/play/ep754997"", ""https://www.bilibili.com/bangumi/play/ep754998"", ""https://www.bilibili.com/bangumi/play/ep754999"", ""https://www.bilibili.com/bangumi/play/ep755000"", ""https://www.bilibili.com/bangumi/play/ep755001"", ""https://www.bilibili.com/bangumi/play/ep755002"", ""https://www.bilibili.com/bangumi/play/ep755003"", ""https://www.bilibili.com/bangumi/play/ep755004"", ""https://www.bilibili.com/bangumi/play/ep755005"", ""https://www.bilibili.com/bangumi/play/ep755006"", ""https://www.bilibili.com/bangumi/play/ep755007"", ""https://www.bilibili.com/bangumi/play/ep755008"", ""https://www.bilibili.com/bangumi/play/ep755009"", ""https://www.bilibili.com/bangumi/play/ep755010"", ""https://www.bilibili.com/bangumi/play/ep755011"", ""https://www.bilibili.com/bangumi/play/ep755012"", ""https://www.bilibili.com/bangumi/play/ep755013"", ""https://www.bilibili.com/bangumi/play/ep755014"", ""https://www.bilibili.com/bangumi/play/ep755015"", ""https://www.bilibili.com/bangumi/play/ep755016"", ""https://www.bilibili.com/bangumi/play/ep755017"", ""https://www.bilibili.com/bangumi/play/ep755018"", ""https://www.bilibili.com/bangumi/play/ep755019"", ""https://www.bilibili.com/bangumi/play/ep755020"", ""https://www.bilibili.com/bangumi/play/ep755021"", ""https://www.bilibili.com/bangumi/play/ep755022"", ""https://www.bilibili.com/bangumi/play/ep755023"", ""https://www.bilibili.com/bangumi/play/ep755024"", ""https://www.bilibili.com/bangumi/play/ep755025"", ""https://www.bilibili.com/bangumi/play/ep755293"", ""https://www.bilibili.com/bangumi/play/ep755294"", ""https://www.bilibili.com/bangumi/play/ep755295"", ""https://www.bilibili.com/bangumi/play/ep755296"", ""https://www.bilibili.com/bangumi/play/ep755297"", ""https://www.bilibili.com/bangumi/play/ep755621"", ""https://www.bilibili.com/bangumi/play/ep755622"", ""https://www.bilibili.com/bangumi/play/ep762093"", ""https://www.bilibili.com/bangumi/play/ep762094"", ""https://www.bilibili.com/bangumi/play/ep762091"", ""https://www.bilibili.com/bangumi/play/ep762092"", ""https://www.bilibili.com/bangumi/play/ep762853"", ""https://www.bilibili.com/bangumi/play/ep762854"", ""https://www.bilibili.com/bangumi/play/ep764491"", ""https://www.bilibili.com/bangumi/play/ep767256"", ""https://www.bilibili.com/bangumi/play/ep767257"", ""https://www.bilibili.com/bangumi/play/ep767258"", ""https://www.bilibili.com/bangumi/play/ep767259"", ""https://www.bilibili.com/bangumi/play/ep769665"", ""https://www.bilibili.com/bangumi/play/ep769666"", ""https://www.bilibili.com/bangumi/play/ep770589"", ""https://www.bilibili.com/bangumi/play/ep770590"", ""https://www.bilibili.com/bangumi/play/ep773216"", ""https://www.bilibili.com/bangumi/play/ep776734"", ""https://www.bilibili.com/bangumi/play/ep776735""]"
斗破苍穹 动态漫 第四季,45531,"[""https://www.bilibili.com/bangumi/play/ep756847"", ""https://www.bilibili.com/bangumi/play/ep756848"", ""https://www.bilibili.com/bangumi/play/ep756849"", ""https://www.bilibili.com/bangumi/play/ep756850"", ""https://www.bilibili.com/bangumi/play/ep756851"", ""https://www.bilibili.com/bangumi/play/ep756852"", ""https://www.bilibili.com/bangumi/play/ep756853"", ""https://www.bilibili.com/bangumi/play/ep756854"", ""https://www.bilibili.com/bangumi/play/ep756855"", ""https://www.bilibili.com/bangumi/play/ep756856"", ""https://www.bilibili.com/bangumi/play/ep756857"", ""https://www.bilibili.com/bangumi/play/ep756858"", ""https://www.bilibili.com/bangumi/play/ep756859"", ""https://www.bilibili.com/bangumi/play/ep756860"", ""https://www.bilibili.com/bangumi/play/ep756861"", ""https://www.bilibili.com/bangumi/play/ep756862"", ""https://www.bilibili.com/bangumi/play/ep756863"", ""https://www.bilibili.com/bangumi/play/ep756864"", ""https://www.bilibili.com/bangumi/play/ep756865"", ""https://www.bilibili.com/bangumi/play/ep756866"", ""https://www.bilibili.com/bangumi/play/ep756867"", ""https://www.bilibili.com/bangumi/play/ep756868"", ""https://www.bilibili.com/bangumi/play/ep756869"", ""https://www.bilibili.com/bangumi/play/ep756870"", ""https://www.bilibili.com/bangumi/play/ep756871"", ""https://www.bilibili.com/bangumi/play/ep756872"", ""https://www.bilibili.com/bangumi/play/ep756873"", ""https://www.bilibili.com/bangumi/play/ep756874"", ""https://www.bilibili.com/bangumi/play/ep756875"", ""https://www.bilibili.com/bangumi/play/ep756876"", ""https://www.bilibili.com/bangumi/play/ep756877"", ""https://www.bilibili.com/bangumi/play/ep756878"", ""https://www.bilibili.com/bangumi/play/ep756879"", ""https://www.bilibili.com/bangumi/play/ep756880"", ""https://www.bilibili.com/bangumi/play/ep756881"", ""https://www.bilibili.com/bangumi/play/ep756882"", ""https://www.bilibili.com/bangumi/play/ep756883"", ""https://www.bilibili.com/bangumi/play/ep756884"", ""https://www.bilibili.com/bangumi/play/ep756885"", ""https://www.bilibili.com/bangumi/play/ep756886"", ""https://www.bilibili.com/bangumi/play/ep756887"", ""https://www.bilibili.com/bangumi/play/ep756888"", ""https://www.bilibili.com/bangumi/play/ep756889"", ""https://www.bilibili.com/bangumi/play/ep756890"", ""https://www.bilibili.com/bangumi/play/ep756891"", ""https://www.bilibili.com/bangumi/play/ep756892"", ""https://www.bilibili.com/bangumi/play/ep756893"", ""https://www.bilibili.com/bangumi/play/ep756894"", ""https://www.bilibili.com/bangumi/play/ep756895"", ""https://www.bilibili.com/bangumi/play/ep756896"", ""https://www.bilibili.com/bangumi/play/ep756897""]"
毛毛镇之海洋大发现,45518,"[""https://www.bilibili.com/bangumi/play/ep757845"", ""https://www.bilibili.com/bangumi/play/ep757846"", ""https://www.bilibili.com/bangumi/play/ep757847"", ""https://www.bilibili.com/bangumi/play/ep757848"", ""https://www.bilibili.com/bangumi/play/ep757849"", ""https://www.bilibili.com/bangumi/play/ep757850"", ""https://www.bilibili.com/bangumi/play/ep757876"", ""https://www.bilibili.com/bangumi/play/ep757877"", ""https://www.bilibili.com/bangumi/play/ep757878"", ""https://www.bilibili.com/bangumi/play/ep757879"", ""https://www.bilibili.com/bangumi/play/ep757880"", ""https://www.bilibili.com/bangumi/play/ep757881"", ""https://www.bilibili.com/bangumi/play/ep757882"", ""https://www.bilibili.com/bangumi/play/ep757883"", ""https://www.bilibili.com/bangumi/play/ep757884"", ""https://www.bilibili.com/bangumi/play/ep757885"", ""https://www.bilibili.com/bangumi/play/ep757886"", ""https://www.bilibili.com/bangumi/play/ep757887"", ""https://www.bilibili.com/bangumi/play/ep757888"", ""https://www.bilibili.com/bangumi/play/ep757889"", ""https://www.bilibili.com/bangumi/play/ep757890"", ""https://www.bilibili.com/bangumi/play/ep757891"", ""https://www.bilibili.com/bangumi/play/ep757892"", ""https://www.bilibili.com/bangumi/play/ep757893"", ""https://www.bilibili.com/bangumi/play/ep757894"", ""https://www.bilibili.com/bangumi/play/ep757895"", ""https://www.bilibili.com/bangumi/play/ep757896"", ""https://www.bilibili.com/bangumi/play/ep757897"", ""https://www.bilibili.com/bangumi/play/ep757898"", ""https://www.bilibili.com/bangumi/play/ep757899"", ""https://www.bilibili.com/bangumi/play/ep757900"", ""https://www.bilibili.com/bangumi/play/ep757901"", ""https://www.bilibili.com/bangumi/play/ep757902"", ""https://www.bilibili.com/bangumi/play/ep757903"", ""https://www.bilibili.com/bangumi/play/ep757904"", ""https://www.bilibili.com/bangumi/play/ep757905"", ""https://www.bilibili.com/bangumi/play/ep757906"", ""https://www.bilibili.com/bangumi/play/ep757907"", ""https://www.bilibili.com/bangumi/play/ep757908"", ""https://www.bilibili.com/bangumi/play/ep757909"", ""https://www.bilibili.com/bangumi/play/ep757910"", ""https://www.bilibili.com/bangumi/play/ep757911"", ""https://www.bilibili.com/bangumi/play/ep757912"", ""https://www.bilibili.com/bangumi/play/ep757913"", ""https://www.bilibili.com/bangumi/play/ep757914"", ""https://www.bilibili.com/bangumi/play/ep757915"", ""https://www.bilibili.com/bangumi/play/ep757916"", ""https://www.bilibili.com/bangumi/play/ep757917"", ""https://www.bilibili.com/bangumi/play/ep757918"", ""https://www.bilibili.com/bangumi/play/ep757919"", ""https://www.bilibili.com/bangumi/play/ep757920"", ""https://www.bilibili.com/bangumi/play/ep757921""]"
无脑魔女,43371,"[""https://www.bilibili.com/bangumi/play/ep756821"", ""https://www.bilibili.com/bangumi/play/ep756818"", ""https://www.bilibili.com/bangumi/play/ep756819"", ""https://www.bilibili.com/bangumi/play/ep761408"", ""https://www.bilibili.com/bangumi/play/ep761409"", ""https://www.bilibili.com/bangumi/play/ep761410"", ""https://www.bilibili.com/bangumi/play/ep761411"", ""https://www.bilibili.com/bangumi/play/ep761412"", ""https://www.bilibili.com/bangumi/play/ep761413"", ""https://www.bilibili.com/bangumi/play/ep761414"", ""https://www.bilibili.com/bangumi/play/ep761415"", ""https://www.bilibili.com/bangumi/play/ep761416"", ""https://www.bilibili.com/bangumi/play/ep761417"", ""https://www.bilibili.com/bangumi/play/ep761418"", ""https://www.bilibili.com/bangumi/play/ep761419"", ""https://www.bilibili.com/bangumi/play/ep756822"", ""https://www.bilibili.com/bangumi/play/ep756823"", ""https://www.bilibili.com/bangumi/play/ep756824"", ""https://www.bilibili.com/bangumi/play/ep756825"", ""https://www.bilibili.com/bangumi/play/ep756826"", ""https://www.bilibili.com/bangumi/play/ep756827"", ""https://www.bilibili.com/bangumi/play/ep756828"", ""https://www.bilibili.com/bangumi/play/ep756829"", ""https://www.bilibili.com/bangumi/play/ep756830"", ""https://www.bilibili.com/bangumi/play/ep756831"", ""https://www.bilibili.com/bangumi/play/ep756832"", ""https://www.bilibili.com/bangumi/play/ep756833"", ""https://www.bilibili.com/bangumi/play/ep756834"", ""https://www.bilibili.com/bangumi/play/ep756835"", ""https://www.bilibili.com/bangumi/play/ep808644"", ""https://www.bilibili.com/bangumi/play/ep809498"", ""https://www.bilibili.com/bangumi/play/ep809499"", ""https://www.bilibili.com/bangumi/play/ep810382"", ""https://www.bilibili.com/bangumi/play/ep810765"", ""https://www.bilibili.com/bangumi/play/ep810766"", ""https://www.bilibili.com/bangumi/play/ep810767"", ""https://www.bilibili.com/bangumi/play/ep810768"", ""https://www.bilibili.com/bangumi/play/ep810769"", ""https://www.bilibili.com/bangumi/play/ep810770"", ""https://www.bilibili.com/bangumi/play/ep810771"", ""https://www.bilibili.com/bangumi/play/ep810772"", ""https://www.bilibili.com/bangumi/play/ep810773"", ""https://www.bilibili.com/bangumi/play/ep810774"", ""https://www.bilibili.com/bangumi/play/ep810775"", ""https://www.bilibili.com/bangumi/play/ep808783"", ""https://www.bilibili.com/bangumi/play/ep809500"", ""https://www.bilibili.com/bangumi/play/ep810383"", ""https://www.bilibili.com/bangumi/play/ep810748"", ""https://www.bilibili.com/bangumi/play/ep810749"", ""https://www.bilibili.com/bangumi/play/ep810750"", ""https://www.bilibili.com/bangumi/play/ep810751"", ""https://www.bilibili.com/bangumi/play/ep810752"", ""https://www.bilibili.com/bangumi/play/ep810753"", ""https://www.bilibili.com/bangumi/play/ep810754"", ""https://www.bilibili.com/bangumi/play/ep810755"", ""https://www.bilibili.com/bangumi/play/ep810756"", ""https://www.bilibili.com/bangumi/play/ep810757"", ""https://www.bilibili.com/bangumi/play/ep810758""]"
